2024_11_19_T19:12:28 -  finished initateHouses in 0.8962080478668213 seconds
2024_11_19_T19:12:29 -  finished initiateHouseholds in 1.0988969802856445 seconds
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
2024_11_19_T19:12:29 -  All houses for rental were assigned in Lisboa
