2024_12_01_T23:39:33 -  finished initateHouses in 0.47095203399658203 seconds
2024_12_01_T23:39:34 -  finished initiateHouseholds in 0.7094781398773193 seconds
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
2024_12_01_T23:39:34 -  All houses for rental were assigned in Amadora
