2024_11_14_T13:01:39 -  finished initateHouses in 0.7732009887695312 seconds
2024_11_14_T13:01:40 -  finished initiateHouseholds in 0.9765009880065918 seconds
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
2024_11_14_T13:01:40 -  All houses for rental were assigned in Lisboa
