2024_10_27_T18:19:45 -  finished initateHouses in 0.4656679630279541 seconds
2024_10_27_T18:19:46 -  finished initiateHouseholds in 0.6158149242401123 seconds
2024_10_27_T18:19:46 -  finished assignHousesToHouseholds in 0.8788859844207764 seconds
2024_10_27_T18:19:48 -  Metrics: sum_wealth took 2.1457672119140625e-6
2024_10_27_T18:19:49 -  Metrics: wealth_distribution took 3.814697265625e-6
2024_10_27_T18:19:49 -  Metrics: money_distribution took 2.86102294921875e-6
2024_10_27_T18:19:49 -  Metrics: size_distribution took 2.86102294921875e-6
2024_10_27_T18:19:49 -  Metrics: age_distribution took 3.0994415283203125e-6
2024_10_27_T18:19:50 -  Metrics: sum_wealth took 0.0005309581756591797
2024_10_27_T18:19:50 -  Metrics: wealth_distribution took 0.013128042221069336
2024_10_27_T18:19:50 -  Metrics: money_distribution took 0.02065896987915039
2024_10_27_T18:19:50 -  Metrics: size_distribution took 0.010701894760131836
2024_10_27_T18:19:50 -  Metrics: age_distribution took 0.012630939483642578
2024_10_27_T18:20:10 -  Model step started
2024_10_27_T18:20:10 -  clearHangingSupplies started
2024_10_27_T18:20:10 -  clearHangingSupplies took 0.004143953323364258
2024_10_27_T18:20:10 -  clearHangingRentalSupplies started
2024_10_27_T18:20:10 -  clearHangingRentalSupplies took 0.007979869842529297
2024_10_27_T18:20:10 -  clearHouseMarket started
2024_10_27_T18:20:14 -  clearHouseMarket - first block took 3.937627077102661
2024_10_27_T18:20:14 -  clearHouseMarket - second block took 0.1567859649658203
2024_10_27_T18:20:14 -  clearHouseMarket - third block took 0.010124921798706055
2024_10_27_T18:20:14 -  clearRentalMarket started
2024_10_27_T18:20:14 -  clearRentalMarket - first block took 0.05468010902404785
2024_10_27_T18:20:14 -  clearRentalMarket - second block took 1.0967254638671875e-5
2024_10_27_T18:20:14 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_27_T18:20:15 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_27_T18:20:15 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_27_T18:20:15 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_27_T18:20:15 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_27_T18:20:15 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_27_T18:20:15 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_27_T18:20:15 -  So far maxMortgageValue has spent 0.0 seconds
2024_10_27_T18:20:15 -  Model step took 4.497035026550293 seconds
2024_10_27_T18:20:15 -  Metrics: sum_wealth took 0.0005838871002197266
2024_10_27_T18:20:15 -  Metrics: wealth_distribution took 0.0065670013427734375
2024_10_27_T18:20:15 -  Metrics: money_distribution took 0.0067670345306396484
2024_10_27_T18:20:15 -  Metrics: size_distribution took 0.0060770511627197266
2024_10_27_T18:20:15 -  Metrics: age_distribution took 0.00631403923034668
2024_10_27_T18:20:34 -  Model step started
2024_10_27_T18:20:34 -  clearHangingSupplies started
2024_10_27_T18:20:34 -  clearHangingSupplies took 0.0012400150299072266
2024_10_27_T18:20:34 -  clearHangingRentalSupplies started
2024_10_27_T18:20:34 -  clearHangingRentalSupplies took 1.9073486328125e-6
2024_10_27_T18:20:34 -  clearHouseMarket started
2024_10_27_T18:20:37 -  clearHouseMarket - first block took 3.162358045578003
2024_10_27_T18:20:37 -  clearHouseMarket - second block took 0.009230852127075195
2024_10_27_T18:20:37 -  clearHouseMarket - third block took 0.0016040802001953125
2024_10_27_T18:20:37 -  clearRentalMarket started
2024_10_27_T18:20:37 -  clearRentalMarket - first block took 0.032196044921875
2024_10_27_T18:20:37 -  clearRentalMarket - second block took 0.0067250728607177734
2024_10_27_T18:20:37 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_27_T18:20:37 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_27_T18:20:37 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_27_T18:20:37 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_27_T18:20:37 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_27_T18:20:37 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_27_T18:20:37 -  So far maxMortgageValue has spent 0.0 seconds
2024_10_27_T18:20:37 -  Model step took 3.35516095161438 seconds
2024_10_27_T18:20:37 -  Metrics: sum_wealth took 0.0004889965057373047
2024_10_27_T18:20:37 -  Metrics: wealth_distribution took 0.00836801528930664
2024_10_27_T18:20:37 -  Metrics: money_distribution took 0.007328033447265625
2024_10_27_T18:20:37 -  Metrics: size_distribution took 0.006658077239990234
2024_10_27_T18:20:37 -  Metrics: age_distribution took 0.006675004959106445
2024_10_27_T18:20:56 -  Model step started
2024_10_27_T18:20:56 -  clearHangingSupplies started
2024_10_27_T18:20:56 -  clearHangingSupplies took 0.0009400844573974609
2024_10_27_T18:20:56 -  clearHangingRentalSupplies started
2024_10_27_T18:20:56 -  clearHangingRentalSupplies took 9.5367431640625e-7
2024_10_27_T18:20:56 -  clearHouseMarket started
2024_10_27_T18:20:59 -  clearHouseMarket - first block took 3.036423921585083
2024_10_27_T18:20:59 -  clearHouseMarket - second block took 0.0063610076904296875
2024_10_27_T18:20:59 -  clearHouseMarket - third block took 0.001360177993774414
2024_10_27_T18:20:59 -  clearRentalMarket started
2024_10_27_T18:20:59 -  clearRentalMarket - first block took 0.005939960479736328
2024_10_27_T18:20:59 -  clearRentalMarket - second block took 7.295608520507812e-5
2024_10_27_T18:21:00 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_27_T18:21:00 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_27_T18:21:00 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_27_T18:21:00 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_27_T18:21:00 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_27_T18:21:00 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_27_T18:21:00 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_27_T18:21:00 -  So far maxMortgageValue has spent 0.0 seconds
2024_10_27_T18:21:00 -  Model step took 3.179917812347412 seconds
2024_10_27_T18:21:00 -  Metrics: sum_wealth took 0.0004930496215820312
2024_10_27_T18:21:00 -  Metrics: wealth_distribution took 0.007516145706176758
2024_10_27_T18:21:00 -  Metrics: money_distribution took 0.008363008499145508
2024_10_27_T18:21:00 -  Metrics: size_distribution took 0.0058209896087646484
2024_10_27_T18:21:00 -  Metrics: age_distribution took 0.0057220458984375
2024_10_27_T18:21:19 -  Model step started
2024_10_27_T18:21:19 -  clearHangingSupplies started
2024_10_27_T18:21:19 -  clearHangingSupplies took 0.001149892807006836
2024_10_27_T18:21:19 -  clearHangingRentalSupplies started
2024_10_27_T18:21:19 -  clearHangingRentalSupplies took 9.5367431640625e-7
2024_10_27_T18:21:19 -  clearHouseMarket started
2024_10_27_T18:21:22 -  clearHouseMarket - first block took 2.8934860229492188
2024_10_27_T18:21:22 -  clearHouseMarket - second block took 0.0069332122802734375
2024_10_27_T18:21:22 -  clearHouseMarket - third block took 0.0018439292907714844
2024_10_27_T18:21:22 -  clearRentalMarket started
2024_10_27_T18:21:22 -  clearRentalMarket - first block took 0.005204916000366211
2024_10_27_T18:21:22 -  clearRentalMarket - second block took 0.00011706352233886719
2024_10_27_T18:21:22 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_27_T18:21:22 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_27_T18:21:22 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_27_T18:21:22 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_27_T18:21:22 -  So far maxMortgageValue has spent 0.0 seconds
2024_10_27_T18:21:22 -  Model step took 3.041522979736328 seconds
2024_10_27_T18:21:22 -  Metrics: sum_wealth took 0.0005249977111816406
2024_10_27_T18:21:22 -  Metrics: wealth_distribution took 0.00818490982055664
2024_10_27_T18:21:22 -  Metrics: money_distribution took 0.00755000114440918
2024_10_27_T18:21:22 -  Metrics: size_distribution took 0.00616002082824707
2024_10_27_T18:21:22 -  Metrics: age_distribution took 0.006175041198730469
2024_10_27_T18:21:42 -  Model step started
2024_10_27_T18:21:42 -  clearHangingSupplies started
2024_10_27_T18:21:42 -  clearHangingSupplies took 0.0010280609130859375
2024_10_27_T18:21:42 -  clearHangingRentalSupplies started
2024_10_27_T18:21:42 -  clearHangingRentalSupplies took 1.9073486328125e-6
2024_10_27_T18:21:42 -  clearHouseMarket started
2024_10_27_T18:21:44 -  clearHouseMarket - first block took 2.8796331882476807
2024_10_27_T18:21:44 -  clearHouseMarket - second block took 0.0068089962005615234
2024_10_27_T18:21:44 -  clearHouseMarket - third block took 0.0015461444854736328
2024_10_27_T18:21:44 -  clearRentalMarket started
2024_10_27_T18:21:44 -  clearRentalMarket - first block took 0.0018532276153564453
2024_10_27_T18:21:44 -  clearRentalMarket - second block took 1.1920928955078125e-6
2024_10_27_T18:21:45 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_27_T18:21:45 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_27_T18:21:45 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_27_T18:21:45 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_27_T18:21:45 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_27_T18:21:45 -  So far maxMortgageValue has spent 0.0 seconds
2024_10_27_T18:21:45 -  Model step took 3.012768030166626 seconds
2024_10_27_T18:21:45 -  Metrics: sum_wealth took 0.0006570816040039062
2024_10_27_T18:21:45 -  Metrics: wealth_distribution took 0.007311820983886719
2024_10_27_T18:21:45 -  Metrics: money_distribution took 0.007148027420043945
2024_10_27_T18:21:45 -  Metrics: size_distribution took 0.00627899169921875
2024_10_27_T18:21:45 -  Metrics: age_distribution took 0.005713224411010742
2024_10_27_T18:22:04 -  Model step started
2024_10_27_T18:22:04 -  clearHangingSupplies started
