2024_10_20_T17:25:21 -  finished initateHouses in 0.7449860572814941 seconds
2024_10_20_T17:25:22 -  finished initiateHouseholds in 0.9906790256500244 seconds
2024_10_20_T17:25:22 -  finished assignHousesToHouseholds in 1.1623890399932861 seconds
2024_10_20_T17:25:26 -  Metrics: sum_wealth took 9.5367431640625e-7
2024_10_20_T17:25:27 -  Metrics: wealth_distribution took 5.0067901611328125e-6
2024_10_20_T17:25:27 -  Metrics: money_distribution took 5.0067901611328125e-6
2024_10_20_T17:25:27 -  Metrics: size_distribution took 5.0067901611328125e-6
2024_10_20_T17:25:27 -  Metrics: age_distribution took 4.0531158447265625e-6
2024_10_20_T17:25:29 -  Metrics: sum_wealth took 7.319450378417969e-5
2024_10_20_T17:25:30 -  Metrics: wealth_distribution took 0.01030588150024414
2024_10_20_T17:25:30 -  Metrics: money_distribution took 0.0003731250762939453
2024_10_20_T17:25:30 -  Metrics: size_distribution took 0.00802302360534668
2024_10_20_T17:25:30 -  Metrics: age_distribution took 0.0003139972686767578
2024_10_20_T17:25:32 -  Model step started
2024_10_20_T17:25:32 -  clearHangingSupplies started
2024_10_20_T17:25:32 -  clearHangingSupplies took 0.005499839782714844
2024_10_20_T17:25:32 -  clearHangingRentalSupplies started
2024_10_20_T17:25:32 -  clearHangingRentalSupplies took 0.005084991455078125
2024_10_20_T17:25:33 -  clearHouseMarket started
2024_10_20_T17:25:33 -  clearHouseMarket - first block took 0.37841200828552246
2024_10_20_T17:25:33 -  clearHouseMarket - second block took 0.15435218811035156
2024_10_20_T17:25:33 -  clearHouseMarket - third block took 0.011316061019897461
2024_10_20_T17:25:33 -  clearRentalMarket started
2024_10_20_T17:25:33 -  clearRentalMarket - first block took 0.07553696632385254
2024_10_20_T17:25:33 -  clearRentalMarket - second block took 8.106231689453125e-6
2024_10_20_T17:25:33 -  Pushed house into housesBuiltPerRegion (location,size) = (Odivelas, LessThan75)
2024_10_20_T17:25:33 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan75)
2024_10_20_T17:25:33 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan50)
2024_10_20_T17:25:33 -  Pushed house into housesBuiltPerRegion (location,size) = (Sesimbra, More)
2024_10_20_T17:25:33 -  Model step took 1.238821029663086 seconds
2024_10_20_T17:25:33 -  Metrics: sum_wealth took 4.887580871582031e-5
2024_10_20_T17:25:33 -  Metrics: wealth_distribution took 0.0003600120544433594
2024_10_20_T17:25:33 -  Metrics: money_distribution took 0.00037384033203125
2024_10_20_T17:25:33 -  Metrics: size_distribution took 0.0002560615539550781
