2024_09_05_T22:29:49 -  finished initateHouses in 0.5254878997802734 seconds
2024_09_05_T22:29:50 -  finished initiateHouseholds in 0.7580108642578125 seconds
2024_09_05_T22:29:50 -  finished assignHousesToHouseholds in 1.015772819519043 seconds
2024_09_05_T22:30:00 -  Model step started
2024_09_05_T22:30:00 -  Model step took 0.7755279541015625 seconds
2024_09_05_T22:30:03 -  Model step started
2024_09_05_T22:30:03 -  Model step took 0.04427218437194824 seconds
2024_09_05_T22:30:05 -  Model step started
2024_09_05_T22:30:05 -  Model step took 0.031024932861328125 seconds
2024_09_05_T22:30:07 -  Model step started
2024_09_05_T22:30:07 -  Model step took 0.033503055572509766 seconds
2024_09_05_T22:30:09 -  Model step started
2024_09_05_T22:30:09 -  Model step took 0.028591156005859375 seconds
