2024_10_06_T12:29:32 -  finished initateHouses in 1.8493049144744873 seconds
2024_10_06_T12:29:33 -  finished initiateHouseholds in 2.305173873901367 seconds
2024_10_06_T12:29:34 -  finished assignHousesToHouseholds in 3.0484540462493896 seconds
2024_10_06_T12:29:42 -  Metrics: sum_wealth took 1.9073486328125e-6
2024_10_06_T12:29:44 -  Metrics: wealth_distribution took 5.0067901611328125e-6
2024_10_06_T12:29:44 -  Metrics: money_distribution took 5.0067901611328125e-6
2024_10_06_T12:29:44 -  Metrics: size_distribution took 5.0067901611328125e-6
2024_10_06_T12:29:44 -  Metrics: age_distribution took 6.9141387939453125e-6
2024_10_06_T12:29:46 -  Metrics: sum_wealth took 0.0003879070281982422
2024_10_06_T12:29:47 -  Metrics: wealth_distribution took 0.01427602767944336
2024_10_06_T12:29:47 -  Metrics: money_distribution took 0.002955913543701172
2024_10_06_T12:29:47 -  Metrics: size_distribution took 0.010829925537109375
2024_10_06_T12:29:47 -  Metrics: age_distribution took 0.0028982162475585938
2024_10_06_T12:30:04 -  Model step started
2024_10_06_T12:30:04 -  clearHangingSupplies started
2024_10_06_T12:30:04 -  clearHangingSupplies took 0.005745887756347656
2024_10_06_T12:30:04 -  clearHangingRentalSupplies started
2024_10_06_T12:30:04 -  clearHangingRentalSupplies took 0.014377117156982422
2024_10_06_T12:30:04 -  clearHouseMarket started
2024_10_06_T12:30:08 -  clearHouseMarket - first block took 4.585735082626343
2024_10_06_T12:30:09 -  clearHouseMarket - second block took 0.34323811531066895
2024_10_06_T12:30:09 -  clearHouseMarket - third block took 0.019587993621826172
2024_10_06_T12:30:09 -  clearRentalMarket started
2024_10_06_T12:30:10 -  clearRentalMarket - first block took 1.3865010738372803
2024_10_06_T12:30:10 -  clearRentalMarket - second block took 0.05507397651672363
2024_10_06_T12:30:10 -  Model step took 6.671680927276611 seconds
2024_10_06_T12:30:10 -  Metrics: sum_wealth took 0.0002810955047607422
2024_10_06_T12:30:10 -  Metrics: wealth_distribution took 0.003139972686767578
2024_10_06_T12:30:10 -  Metrics: money_distribution took 0.002939939498901367
2024_10_06_T12:30:10 -  Metrics: size_distribution took 0.0028378963470458984
2024_10_06_T12:30:10 -  Metrics: age_distribution took 0.0028290748596191406
2024_10_06_T12:30:25 -  Model step started
