2024_10_15_T22:36:44 -  finished initateHouses in 2.019123077392578 seconds
2024_10_15_T22:36:45 -  finished initiateHouseholds in 2.762355089187622 seconds
2024_10_15_T22:36:45 -  finished assignHousesToHouseholds in 3.0650720596313477 seconds
2024_10_15_T22:36:49 -  Metrics: sum_wealth took 2.1457672119140625e-6
2024_10_15_T22:36:50 -  Metrics: wealth_distribution took 5.0067901611328125e-6
2024_10_15_T22:36:51 -  Metrics: money_distribution took 3.814697265625e-6
2024_10_15_T22:36:51 -  Metrics: size_distribution took 5.9604644775390625e-6
2024_10_15_T22:36:51 -  Metrics: age_distribution took 4.0531158447265625e-6
2024_10_15_T22:36:53 -  Metrics: sum_wealth took 3.814697265625e-5
2024_10_15_T22:36:53 -  Metrics: wealth_distribution took 0.010596990585327148
2024_10_15_T22:36:53 -  Metrics: money_distribution took 0.0004961490631103516
2024_10_15_T22:36:53 -  Metrics: size_distribution took 0.00842905044555664
2024_10_15_T22:36:53 -  Metrics: age_distribution took 0.0003409385681152344
2024_10_15_T22:36:56 -  Model step started
2024_10_15_T22:36:56 -  clearHangingSupplies started
2024_10_15_T22:36:56 -  clearHangingSupplies took 0.005553007125854492
2024_10_15_T22:36:56 -  clearHangingRentalSupplies started
2024_10_15_T22:36:56 -  clearHangingRentalSupplies took 0.0035881996154785156
2024_10_15_T22:36:56 -  clearHouseMarket started
2024_10_15_T22:36:57 -  clearHouseMarket - first block took 0.4098680019378662
2024_10_15_T22:36:57 -  clearHouseMarket - second block took 0.20140814781188965
2024_10_15_T22:36:57 -  clearHouseMarket - third block took 0.018341779708862305
2024_10_15_T22:36:57 -  clearRentalMarket started
2024_10_15_T22:36:57 -  clearRentalMarket - first block took 0.08337903022766113
2024_10_15_T22:36:57 -  clearRentalMarket - second block took 1.5020370483398438e-5
2024_10_15_T22:36:57 -  Pushed house into housesBuiltPerRegion (location,size) = (Odivelas, LessThan75)
2024_10_15_T22:36:57 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan75)
2024_10_15_T22:36:57 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan50)
