2024_10_05_T13:09:43 -  finished initateHouses in 1.357362985610962 seconds
2024_10_05_T13:09:44 -  finished initiateHouseholds in 1.6339571475982666 seconds
2024_10_05_T13:09:44 -  finished assignHousesToHouseholds in 1.8614320755004883 seconds
2024_10_05_T13:10:00 -  Model step started
2024_10_05_T13:10:01 -  clearHangingSupplies started
2024_10_05_T13:10:01 -  clearHangingSupplies took 0.013242006301879883
2024_10_05_T13:10:01 -  clearHangingRentalSupplies started
2024_10_05_T13:10:01 -  clearHangingRentalSupplies took 0.015458106994628906
2024_10_05_T13:10:01 -  clearHouseMarket started
2024_10_05_T13:10:02 -  clearHouseMarket - first block took 1.3068342208862305
2024_10_05_T13:10:02 -  clearHouseMarket - second block took 0.37348103523254395
2024_10_05_T13:10:02 -  clearHouseMarket - third block took 0.026102066040039062
2024_10_05_T13:10:02 -  clearRentalMarket started
2024_10_05_T13:10:03 -  clearRentalMarket - first block took 0.46447014808654785
2024_10_05_T13:10:03 -  clearRentalMarket - second block took 0.0564122200012207
2024_10_05_T13:10:03 -  Model step took 2.7214720249176025 seconds
2024_10_05_T13:10:11 -  Model step started
2024_10_05_T13:10:11 -  clearHangingSupplies started
2024_10_05_T13:10:11 -  clearHangingSupplies took 0.0187530517578125
2024_10_05_T13:10:11 -  clearHangingRentalSupplies started
2024_10_05_T13:10:11 -  clearHangingRentalSupplies took 5.1021575927734375e-5
2024_10_05_T13:10:11 -  clearHouseMarket started
2024_10_05_T13:10:12 -  clearHouseMarket - first block took 1.6785781383514404
2024_10_05_T13:10:12 -  clearHouseMarket - second block took 0.007547855377197266
2024_10_05_T13:10:12 -  clearHouseMarket - third block took 0.00048613548278808594
2024_10_05_T13:10:12 -  clearRentalMarket started
2024_10_05_T13:10:12 -  clearRentalMarket - first block took 0.0959329605102539
2024_10_05_T13:10:12 -  clearRentalMarket - second block took 0.0009357929229736328
2024_10_05_T13:10:13 -  Model step took 1.9495248794555664 seconds
2024_10_05_T13:10:32 -  Model step started
2024_10_05_T13:10:32 -  clearHangingSupplies started
2024_10_05_T13:10:32 -  clearHangingSupplies took 0.0006299018859863281
2024_10_05_T13:10:32 -  clearHangingRentalSupplies started
2024_10_05_T13:10:32 -  clearHangingRentalSupplies took 5.2928924560546875e-5
2024_10_05_T13:10:32 -  clearHouseMarket started
2024_10_05_T13:10:33 -  clearHouseMarket - first block took 1.2216739654541016
2024_10_05_T13:10:33 -  clearHouseMarket - second block took 0.011243104934692383
2024_10_05_T13:10:33 -  clearHouseMarket - third block took 0.0005590915679931641
2024_10_05_T13:10:33 -  clearRentalMarket started
2024_10_05_T13:10:34 -  clearRentalMarket - first block took 0.060463905334472656
2024_10_05_T13:10:34 -  clearRentalMarket - second block took 0.0012679100036621094
2024_10_05_T13:10:34 -  Model step took 1.379580020904541 seconds
2024_10_05_T13:10:49 -  Model step started
