2024_10_13_T14:48:34 -  finished initateHouses in 0.46569204330444336 seconds
2024_10_13_T14:48:35 -  finished initiateHouseholds in 0.6411600112915039 seconds
2024_10_13_T14:48:35 -  finished assignHousesToHouseholds in 0.7993569374084473 seconds
2024_10_13_T14:48:37 -  Metrics: sum_wealth took 1.9073486328125e-6
2024_10_13_T14:48:38 -  Metrics: wealth_distribution took 4.76837158203125e-6
2024_10_13_T14:48:38 -  Metrics: money_distribution took 5.0067901611328125e-6
2024_10_13_T14:48:38 -  Metrics: size_distribution took 8.106231689453125e-6
2024_10_13_T14:48:38 -  Metrics: age_distribution took 3.814697265625e-6
2024_10_13_T14:48:39 -  Metrics: sum_wealth took 0.001428842544555664
2024_10_13_T14:48:39 -  Metrics: wealth_distribution took 0.02340984344482422
2024_10_13_T14:48:39 -  Metrics: money_distribution took 0.016340970993041992
2024_10_13_T14:48:39 -  Metrics: size_distribution took 0.017881155014038086
2024_10_13_T14:48:39 -  Metrics: age_distribution took 0.01423788070678711
2024_10_13_T14:49:18 -  Model step started
