2024_10_16_T07:27:20 -  finished initateHouses in 0.4355299472808838 seconds
2024_10_16_T07:27:21 -  finished initiateHouseholds in 0.6208479404449463 seconds
2024_10_16_T07:27:21 -  finished assignHousesToHouseholds in 0.7795360088348389 seconds
2024_10_16_T07:27:23 -  Metrics: sum_wealth took 1.9073486328125e-6
2024_10_16_T07:27:24 -  Metrics: wealth_distribution took 4.0531158447265625e-6
2024_10_16_T07:27:24 -  Metrics: money_distribution took 5.0067901611328125e-6
2024_10_16_T07:27:24 -  Metrics: size_distribution took 5.0067901611328125e-6
2024_10_16_T07:27:24 -  Metrics: age_distribution took 4.0531158447265625e-6
2024_10_16_T07:27:25 -  Metrics: sum_wealth took 0.0013699531555175781
2024_10_16_T07:27:25 -  Metrics: wealth_distribution took 0.023350954055786133
2024_10_16_T07:27:25 -  Metrics: money_distribution took 0.016416072845458984
2024_10_16_T07:27:25 -  Metrics: size_distribution took 0.01792001724243164
2024_10_16_T07:27:25 -  Metrics: age_distribution took 0.01405787467956543
2024_10_16_T07:28:04 -  Model step started
2024_10_16_T07:28:04 -  clearHangingSupplies started
2024_10_16_T07:28:04 -  clearHangingSupplies took 0.005928993225097656
2024_10_16_T07:28:04 -  clearHangingRentalSupplies started
2024_10_16_T07:28:04 -  clearHangingRentalSupplies took 0.002022981643676758
2024_10_16_T07:28:04 -  clearHouseMarket started
2024_10_16_T07:28:47 -  clearHouseMarket - first block took 42.82309603691101
2024_10_16_T07:28:47 -  clearHouseMarket - second block took 0.13968205451965332
2024_10_16_T07:28:47 -  clearHouseMarket - third block took 0.01311492919921875
2024_10_16_T07:28:47 -  clearRentalMarket started
2024_10_16_T07:28:47 -  clearRentalMarket - first block took 0.06405091285705566
2024_10_16_T07:28:47 -  clearRentalMarket - second block took 9.059906005859375e-6
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, LessThan75)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, LessThan75)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, LessThan125)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, LessThan125)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, LessThan125)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan75)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan75)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan125)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan125)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, More)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, LessThan125)
2024_10_16_T07:28:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, LessThan50)
