2024_10_20_T01:01:08 -  finished initateHouses in 1.4933178424835205 seconds
2024_10_20_T01:01:09 -  finished initiateHouseholds in 1.757361888885498 seconds
2024_10_20_T01:01:09 -  finished assignHousesToHouseholds in 2.071254014968872 seconds
2024_10_20_T01:01:17 -  Metrics: sum_wealth took 1.9073486328125e-6
2024_10_20_T01:01:20 -  Metrics: wealth_distribution took 5.9604644775390625e-6
2024_10_20_T01:01:21 -  Metrics: money_distribution took 5.0067901611328125e-6
2024_10_20_T01:01:21 -  Metrics: size_distribution took 9.059906005859375e-6
2024_10_20_T01:01:21 -  Metrics: age_distribution took 2.7894973754882812e-5
2024_10_20_T01:01:24 -  Metrics: sum_wealth took 3.981590270996094e-5
2024_10_20_T01:01:25 -  Metrics: wealth_distribution took 0.026938915252685547
2024_10_20_T01:01:25 -  Metrics: money_distribution took 0.00037598609924316406
2024_10_20_T01:01:25 -  Metrics: size_distribution took 0.008183956146240234
2024_10_20_T01:01:26 -  Metrics: age_distribution took 0.0003771781921386719
2024_10_20_T01:01:29 -  Model step started
2024_10_20_T01:01:30 -  clearHangingSupplies started
2024_10_20_T01:01:30 -  clearHangingSupplies took 0.004672050476074219
2024_10_20_T01:01:30 -  clearHangingRentalSupplies started
2024_10_20_T01:01:30 -  clearHangingRentalSupplies took 0.0040819644927978516
2024_10_20_T01:01:30 -  clearHouseMarket started
2024_10_20_T01:01:31 -  clearHouseMarket - first block took 0.6454229354858398
2024_10_20_T01:01:31 -  clearHouseMarket - second block took 0.31995391845703125
2024_10_20_T01:01:31 -  clearHouseMarket - third block took 0.03994178771972656
2024_10_20_T01:01:31 -  clearRentalMarket started
2024_10_20_T01:01:31 -  clearRentalMarket - first block took 0.13947486877441406
2024_10_20_T01:01:31 -  clearRentalMarket - second block took 1.3113021850585938e-5
2024_10_20_T01:01:31 -  Pushed house into housesBuiltPerRegion (location,size) = (Odivelas, LessThan75)
2024_10_20_T01:01:31 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan75)
2024_10_20_T01:01:31 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan50)
2024_10_20_T01:01:31 -  Pushed house into housesBuiltPerRegion (location,size) = (Sesimbra, More)
2024_10_20_T01:01:31 -  Model step took 1.829360008239746 seconds
2024_10_20_T01:01:31 -  Metrics: sum_wealth took 4.8160552978515625e-5
2024_10_20_T01:01:31 -  Metrics: wealth_distribution took 0.00034499168395996094
2024_10_20_T01:01:31 -  Metrics: money_distribution took 0.0003910064697265625
2024_10_20_T01:01:31 -  Metrics: size_distribution took 0.00030612945556640625
2024_10_20_T01:01:31 -  Metrics: age_distribution took 0.0003609657287597656
2024_10_20_T01:01:34 -  Model step started
2024_10_20_T01:01:34 -  clearHangingSupplies started
2024_10_20_T01:01:34 -  clearHangingSupplies took 0.0002551078796386719
2024_10_20_T01:01:34 -  clearHangingRentalSupplies started
2024_10_20_T01:01:34 -  clearHangingRentalSupplies took 5.9604644775390625e-6
2024_10_20_T01:01:34 -  clearHouseMarket started
2024_10_20_T01:01:35 -  clearHouseMarket - first block took 0.24551796913146973
2024_10_20_T01:01:35 -  clearHouseMarket - second block took 0.000823974609375
2024_10_20_T01:01:35 -  clearHouseMarket - third block took 0.0002779960632324219
2024_10_20_T01:01:35 -  clearRentalMarket started
2024_10_20_T01:01:35 -  clearRentalMarket - first block took 2.4080276489257812e-5
2024_10_20_T01:01:35 -  clearRentalMarket - second block took 4.0531158447265625e-6
2024_10_20_T01:01:35 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan50)
2024_10_20_T01:01:35 -  Pushed house into housesBuiltPerRegion (location,size) = (Setubal, LessThan75)
2024_10_20_T01:01:35 -  Pushed house into housesBuiltPerRegion (location,size) = (Setubal, LessThan50)
2024_10_20_T01:01:35 -  Model step took 0.28660106658935547 seconds
2024_10_20_T01:01:35 -  Metrics: sum_wealth took 5.1975250244140625e-5
2024_10_20_T01:01:35 -  Metrics: wealth_distribution took 0.0003910064697265625
2024_10_20_T01:01:35 -  Metrics: money_distribution took 0.0003809928894042969
2024_10_20_T01:01:35 -  Metrics: size_distribution took 0.0002789497375488281
2024_10_20_T01:01:35 -  Metrics: age_distribution took 0.0017209053039550781
2024_10_20_T01:01:37 -  Model step started
2024_10_20_T01:01:37 -  clearHangingSupplies started
2024_10_20_T01:01:37 -  clearHangingSupplies took 0.00019788742065429688
2024_10_20_T01:01:37 -  clearHangingRentalSupplies started
2024_10_20_T01:01:37 -  clearHangingRentalSupplies took 6.198883056640625e-6
2024_10_20_T01:01:37 -  clearHouseMarket started
2024_10_20_T01:01:38 -  clearHouseMarket - first block took 0.26883697509765625
2024_10_20_T01:01:38 -  clearHouseMarket - second block took 0.0006749629974365234
