2024_10_13_T00:26:46 -  finished initateHouses in 0.7476370334625244 seconds
2024_10_13_T00:26:47 -  finished initiateHouseholds in 1.024756908416748 seconds
2024_10_13_T00:26:47 -  finished assignHousesToHouseholds in 1.201314926147461 seconds
2024_10_13_T00:26:51 -  Metrics: sum_wealth took 9.5367431640625e-7
2024_10_13_T00:26:52 -  Metrics: wealth_distribution took 4.0531158447265625e-6
2024_10_13_T00:26:52 -  Metrics: money_distribution took 5.9604644775390625e-6
2024_10_13_T00:26:52 -  Metrics: size_distribution took 4.76837158203125e-6
2024_10_13_T00:26:52 -  Metrics: age_distribution took 4.0531158447265625e-6
2024_10_13_T00:26:54 -  Metrics: sum_wealth took 4.38690185546875e-5
2024_10_13_T00:26:54 -  Metrics: wealth_distribution took 0.010988950729370117
2024_10_13_T00:26:54 -  Metrics: money_distribution took 0.000331878662109375
2024_10_13_T00:26:54 -  Metrics: size_distribution took 0.008148908615112305
2024_10_13_T00:26:54 -  Metrics: age_distribution took 0.0003731250762939453
2024_10_13_T00:26:57 -  Model step started
2024_10_13_T00:26:57 -  clearHangingSupplies started
2024_10_13_T00:26:57 -  clearHangingSupplies took 0.005045890808105469
2024_10_13_T00:26:57 -  clearHangingRentalSupplies started
2024_10_13_T00:26:57 -  clearHangingRentalSupplies took 0.0034689903259277344
2024_10_13_T00:26:57 -  clearHouseMarket started
2024_10_13_T00:26:57 -  clearHouseMarket - first block took 0.37604284286499023
2024_10_13_T00:26:57 -  clearHouseMarket - second block took 0.2191300392150879
2024_10_13_T00:26:57 -  clearHouseMarket - third block took 0.01702880859375
2024_10_13_T00:26:57 -  clearRentalMarket started
2024_10_13_T00:26:58 -  clearRentalMarket - first block took 0.09750795364379883
2024_10_13_T00:26:58 -  clearRentalMarket - second block took 1.0967254638671875e-5
2024_10_13_T00:26:58 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_13_T00:26:58 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, LessThan125)
2024_10_13_T00:26:58 -  Pushed house into housesBuiltPerRegion (location,size) = (Odivelas, LessThan50)
2024_10_13_T00:26:58 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan50)
2024_10_13_T00:26:58 -  Pushed house into housesBuiltPerRegion (location,size) = (VilaFrancaDeXira, LessThan75)
2024_10_13_T00:26:58 -  Pushed house into housesBuiltPerRegion (location,size) = (Seixal, More)
2024_10_13_T00:26:58 -  Model step took 1.2884750366210938 seconds
2024_10_13_T00:26:58 -  Metrics: sum_wealth took 8.20159912109375e-5
2024_10_13_T00:26:58 -  Metrics: wealth_distribution took 0.0003509521484375
2024_10_13_T00:26:58 -  Metrics: money_distribution took 0.00036787986755371094
2024_10_13_T00:26:58 -  Metrics: size_distribution took 0.0002880096435546875
2024_10_13_T00:26:58 -  Metrics: age_distribution took 0.0003228187561035156
2024_10_13_T00:27:00 -  Model step started
2024_10_13_T00:27:00 -  clearHangingSupplies started
2024_10_13_T00:27:00 -  clearHangingSupplies took 0.0003628730773925781
2024_10_13_T00:27:00 -  clearHangingRentalSupplies started
2024_10_13_T00:27:00 -  clearHangingRentalSupplies took 0.010979175567626953
2024_10_13_T00:27:00 -  clearHouseMarket started
2024_10_13_T00:27:00 -  clearHouseMarket - first block took 0.2346358299255371
2024_10_13_T00:27:00 -  clearHouseMarket - second block took 0.002465963363647461
2024_10_13_T00:27:00 -  clearHouseMarket - third block took 0.003866910934448242
2024_10_13_T00:27:00 -  clearRentalMarket started
2024_10_13_T00:27:00 -  clearRentalMarket - first block took 0.046025991439819336
2024_10_13_T00:27:00 -  clearRentalMarket - second block took 0.03705191612243652
2024_10_13_T00:27:00 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan50)
2024_10_13_T00:27:00 -  Pushed house into housesBuiltPerRegion (location,size) = (Mafra, LessThan50)
2024_10_13_T00:27:00 -  Model step took 0.35675597190856934 seconds
2024_10_13_T00:27:00 -  Metrics: sum_wealth took 6.604194641113281e-5
2024_10_13_T00:27:00 -  Metrics: wealth_distribution took 0.00043487548828125
2024_10_13_T00:27:00 -  Metrics: money_distribution took 0.0004570484161376953
2024_10_13_T00:27:00 -  Metrics: size_distribution took 0.0003409385681152344
2024_10_13_T00:27:00 -  Metrics: age_distribution took 0.0003230571746826172
2024_10_13_T00:27:02 -  Model step started
2024_10_13_T00:27:02 -  clearHangingSupplies started
2024_10_13_T00:27:02 -  clearHangingSupplies took 0.00017595291137695312
2024_10_13_T00:27:02 -  clearHangingRentalSupplies started
2024_10_13_T00:27:02 -  clearHangingRentalSupplies took 1.9073486328125e-6
2024_10_13_T00:27:02 -  clearHouseMarket started
2024_10_13_T00:27:02 -  clearHouseMarket - first block took 0.2842559814453125
2024_10_13_T00:27:02 -  clearHouseMarket - second block took 0.0009062290191650391
2024_10_13_T00:27:02 -  clearHouseMarket - third block took 0.00014781951904296875
2024_10_13_T00:27:02 -  clearRentalMarket started
2024_10_13_T00:27:02 -  clearRentalMarket - first block took 0.00033283233642578125
2024_10_13_T00:27:02 -  clearRentalMarket - second block took 8.0108642578125e-5
2024_10_13_T00:27:02 -  Model step took 0.30391716957092285 seconds
