2024_10_07_T08:23:37 -  finished initateHouses in 0.457503080368042 seconds
2024_10_07_T08:23:38 -  finished initiateHouseholds in 0.5971190929412842 seconds
2024_10_07_T08:23:38 -  finished assignHousesToHouseholds in 0.780799150466919 seconds
2024_10_07_T08:23:40 -  Metrics: sum_wealth took 1.1920928955078125e-6
2024_10_07_T08:23:41 -  Metrics: wealth_distribution took 3.814697265625e-6
2024_10_07_T08:23:41 -  Metrics: money_distribution took 4.0531158447265625e-6
2024_10_07_T08:23:41 -  Metrics: size_distribution took 5.0067901611328125e-6
2024_10_07_T08:23:41 -  Metrics: age_distribution took 4.0531158447265625e-6
2024_10_07_T08:23:42 -  Metrics: sum_wealth took 0.0005190372467041016
2024_10_07_T08:23:42 -  Metrics: wealth_distribution took 0.013889074325561523
2024_10_07_T08:23:42 -  Metrics: money_distribution took 0.007482051849365234
2024_10_07_T08:23:42 -  Metrics: size_distribution took 0.010695934295654297
2024_10_07_T08:23:42 -  Metrics: age_distribution took 0.007305145263671875
2024_10_07_T08:24:01 -  Model step started
2024_10_07_T08:24:01 -  clearHangingSupplies started
2024_10_07_T08:24:01 -  clearHangingSupplies took 0.004448890686035156
2024_10_07_T08:24:01 -  clearHangingRentalSupplies started
2024_10_07_T08:24:01 -  clearHangingRentalSupplies took 0.007731914520263672
2024_10_07_T08:24:01 -  clearHouseMarket started
2024_10_07_T08:24:09 -  clearHouseMarket - first block took 7.206890106201172
2024_10_07_T08:24:09 -  clearHouseMarket - second block took 0.1768350601196289
2024_10_07_T08:24:09 -  clearHouseMarket - third block took 0.01058197021484375
2024_10_07_T08:24:09 -  clearRentalMarket started
2024_10_07_T08:24:12 -  clearRentalMarket - first block took 3.691528081893921
2024_10_07_T08:24:13 -  clearRentalMarket - second block took 0.1401209831237793
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, LessThan125)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Amadora, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Cascais, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Loures, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Mafra, LessThan125)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Mafra, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Mafra, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Mafra, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Odivelas, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Odivelas, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Odivelas, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Odivelas, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Odivelas, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Oeiras, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Oeiras, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Oeiras, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Oeiras, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Oeiras, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, More)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan125)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan75)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan50)
2024_10_07_T08:24:13 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan50)
