2024_10_23_T19:25:33 -  finished initateHouses in 0.46379518508911133 seconds
2024_10_23_T19:25:34 -  finished initiateHouseholds in 0.6129801273345947 seconds
2024_10_23_T19:25:34 -  finished assignHousesToHouseholds in 0.8682000637054443 seconds
2024_10_23_T19:25:36 -  Metrics: sum_wealth took 9.5367431640625e-7
2024_10_23_T19:25:37 -  Metrics: wealth_distribution took 5.0067901611328125e-6
2024_10_23_T19:25:37 -  Metrics: money_distribution took 4.0531158447265625e-6
2024_10_23_T19:25:37 -  Metrics: size_distribution took 2.1457672119140625e-6
2024_10_23_T19:25:37 -  Metrics: age_distribution took 3.0994415283203125e-6
2024_10_23_T19:25:38 -  Metrics: sum_wealth took 0.0005450248718261719
2024_10_23_T19:25:38 -  Metrics: wealth_distribution took 0.013015985488891602
2024_10_23_T19:25:38 -  Metrics: money_distribution took 0.021309852600097656
2024_10_23_T19:25:38 -  Metrics: size_distribution took 0.009870052337646484
2024_10_23_T19:25:38 -  Metrics: age_distribution took 0.00614619255065918
2024_10_23_T19:25:57 -  Model step started
2024_10_23_T19:25:57 -  clearHangingSupplies started
2024_10_23_T19:25:57 -  clearHangingSupplies took 0.003851175308227539
2024_10_23_T19:25:57 -  clearHangingRentalSupplies started
2024_10_23_T19:25:57 -  clearHangingRentalSupplies took 0.0076580047607421875
2024_10_23_T19:25:57 -  clearHouseMarket started
2024_10_23_T19:26:01 -  clearHouseMarket - first block took 3.880460023880005
2024_10_23_T19:26:02 -  clearHouseMarket - second block took 0.16571307182312012
2024_10_23_T19:26:02 -  clearHouseMarket - third block took 0.009955167770385742
2024_10_23_T19:26:02 -  clearRentalMarket started
2024_10_23_T19:26:02 -  clearRentalMarket - first block took 0.05297207832336426
2024_10_23_T19:26:02 -  clearRentalMarket - second block took 8.821487426757812e-6
2024_10_23_T19:26:02 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_23_T19:26:02 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_23_T19:26:02 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_23_T19:26:02 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_23_T19:26:02 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_23_T19:26:02 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
2024_10_23_T19:26:02 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_23_T19:26:02 -  So far maxMortgageValue has spent 0.0 seconds
2024_10_23_T19:26:02 -  Model step took 4.449021100997925 seconds
2024_10_23_T19:26:02 -  Metrics: sum_wealth took 0.00055694580078125
2024_10_23_T19:26:02 -  Metrics: wealth_distribution took 0.007320880889892578
2024_10_23_T19:26:02 -  Metrics: money_distribution took 0.008038043975830078
2024_10_23_T19:26:02 -  Metrics: size_distribution took 0.005469799041748047
2024_10_23_T19:26:02 -  Metrics: age_distribution took 0.00595402717590332
2024_10_23_T19:26:20 -  Model step started
