2024_10_20_T21:52:18 -  finished initateHouses in 0.8883609771728516 seconds
2024_10_20_T21:52:19 -  finished initiateHouseholds in 1.159641981124878 seconds
2024_10_20_T21:52:19 -  finished assignHousesToHouseholds in 1.3500268459320068 seconds
2024_10_20_T21:52:24 -  Metrics: sum_wealth took 1.1920928955078125e-6
2024_10_20_T21:52:25 -  Metrics: wealth_distribution took 5.0067901611328125e-6
2024_10_20_T21:52:26 -  Metrics: money_distribution took 5.0067901611328125e-6
2024_10_20_T21:52:26 -  Metrics: size_distribution took 5.0067901611328125e-6
2024_10_20_T21:52:26 -  Metrics: age_distribution took 5.9604644775390625e-6
2024_10_20_T21:52:28 -  Metrics: sum_wealth took 4.506111145019531e-5
2024_10_20_T21:52:29 -  Metrics: wealth_distribution took 0.023684978485107422
2024_10_20_T21:52:29 -  Metrics: money_distribution took 0.0003840923309326172
2024_10_20_T21:52:29 -  Metrics: size_distribution took 0.01614093780517578
2024_10_20_T21:52:29 -  Metrics: age_distribution took 0.0003490447998046875
2024_10_20_T21:52:32 -  Model step started
2024_10_20_T21:52:32 -  clearHangingSupplies started
2024_10_20_T21:52:32 -  clearHangingSupplies took 0.006400108337402344
2024_10_20_T21:52:32 -  clearHangingRentalSupplies started
2024_10_20_T21:52:32 -  clearHangingRentalSupplies took 0.003498077392578125
2024_10_20_T21:52:32 -  clearHouseMarket started
2024_10_20_T21:52:32 -  clearHouseMarket - first block took 0.37024807929992676
2024_10_20_T21:52:33 -  clearHouseMarket - second block took 0.20096898078918457
2024_10_20_T21:52:33 -  clearHouseMarket - third block took 0.01384282112121582
2024_10_20_T21:52:33 -  clearRentalMarket started
2024_10_20_T21:52:33 -  clearRentalMarket - first block took 0.08379101753234863
2024_10_20_T21:52:33 -  clearRentalMarket - second block took 1.2874603271484375e-5
2024_10_20_T21:52:33 -  Pushed house into housesBuiltPerRegion (location,size) = (Odivelas, LessThan75)
2024_10_20_T21:52:33 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan50)
2024_10_20_T21:52:33 -  Pushed house into housesBuiltPerRegion (location,size) = (Sintra, LessThan75)
2024_10_20_T21:52:33 -  Pushed house into housesBuiltPerRegion (location,size) = (Sesimbra, More)
2024_10_20_T21:52:33 -  So far maxMortgageValue has spent 0.0 seconds
2024_10_20_T21:52:33 -  Model step took 1.3836119174957275 seconds
2024_10_20_T21:52:33 -  Metrics: sum_wealth took 5.3882598876953125e-5
2024_10_20_T21:52:33 -  Metrics: wealth_distribution took 0.0004889965057373047
2024_10_20_T21:52:33 -  Metrics: money_distribution took 0.0003170967102050781
2024_10_20_T21:52:33 -  Metrics: size_distribution took 0.00049591064453125
2024_10_20_T21:52:33 -  Metrics: age_distribution took 0.0004239082336425781
2024_10_20_T21:52:35 -  Model step started
2024_10_20_T21:52:35 -  clearHangingSupplies started
2024_10_20_T21:52:35 -  clearHangingSupplies took 0.005263090133666992
2024_10_20_T21:52:35 -  clearHangingRentalSupplies started
2024_10_20_T21:52:35 -  clearHangingRentalSupplies took 6.9141387939453125e-6
