2024_11_17_T10:47:10 -  finished initateHouses in 0.521867036819458 seconds
2024_11_17_T10:47:11 -  finished initiateHouseholds in 0.6794769763946533 seconds
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
2024_11_17_T10:47:11 -  All houses for rental were assigned in Lisboa
