2024_12_02_T19:48:15 -  finished initateHouses in 0.6564769744873047 seconds
2024_12_02_T19:48:16 -  finished initiateHouseholds in 1.0322229862213135 seconds
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
2024_12_02_T19:48:16 -  All houses for rental were assigned in Amadora
