2025_04_06_T10:45:14 -  finished initateHouses in 0.38609814643859863 seconds
2025_04_06_T10:45:15 -  finished initiateHouseholds in 0.522435188293457 seconds
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
2025_04_06_T10:45:15 -  All houses for rental were assigned in Moita
