2025_04_11_T00:35:44 -  finished initateHouses in 0.5751659870147705 seconds
2025_04_11_T00:35:45 -  finished initiateHouseholds in 0.7542030811309814 seconds
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
2025_04_11_T00:35:45 -  All houses for rental were assigned in Setubal
