2024_12_12_T17:31:40 -  finished initateHouses in 0.030920028686523438 seconds
2024_12_12_T17:31:41 -  finished initiateHouseholds in 0.26322293281555176 seconds
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
2024_12_12_T17:31:41 -  All houses for rental were assigned in Oeiras
