2024_11_25_T14:29:46 -  finished initateHouses in 0.4810030460357666 seconds
2024_11_25_T14:29:47 -  finished initiateHouseholds in 0.7119789123535156 seconds
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
2024_11_25_T14:29:47 -  All houses for rental were assigned in Amadora
