2024_11_27_T22:50:06 -  finished initateHouses in 0.48022890090942383 seconds
2024_11_27_T22:50:07 -  finished initiateHouseholds in 0.7145109176635742 seconds
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
2024_11_27_T22:50:07 -  All houses for rental were assigned in Amadora
