2024_10_28_T23:44:16 -  finished initateHouses in 0.45412588119506836 seconds
2024_10_28_T23:44:17 -  finished initiateHouseholds in 0.6084749698638916 seconds
2024_10_28_T23:44:17 -  finished assignHousesToHouseholds in 0.868189811706543 seconds
2024_10_28_T23:44:19 -  Metrics: sum_wealth took 9.5367431640625e-7
2024_10_28_T23:44:20 -  Metrics: wealth_distribution took 5.0067901611328125e-6
2024_10_28_T23:44:20 -  Metrics: money_distribution took 3.0994415283203125e-6
2024_10_28_T23:44:20 -  Metrics: size_distribution took 4.0531158447265625e-6
2024_10_28_T23:44:20 -  Metrics: age_distribution took 3.0994415283203125e-6
2024_10_28_T23:44:21 -  Metrics: sum_wealth took 0.0005328655242919922
2024_10_28_T23:44:21 -  Metrics: wealth_distribution took 0.013475894927978516
2024_10_28_T23:44:21 -  Metrics: money_distribution took 0.007133960723876953
2024_10_28_T23:44:21 -  Metrics: size_distribution took 0.010603904724121094
2024_10_28_T23:44:21 -  Metrics: age_distribution took 0.006284952163696289
2024_10_28_T23:44:42 -  Model step started
2024_10_28_T23:44:42 -  clearHangingSupplies started
2024_10_28_T23:44:42 -  clearHangingSupplies took 0.004097938537597656
2024_10_28_T23:44:42 -  clearHangingRentalSupplies started
2024_10_28_T23:44:42 -  clearHangingRentalSupplies took 0.0019941329956054688
2024_10_28_T23:44:42 -  clearHouseMarket started
2024_10_28_T23:44:47 -  clearHouseMarket - first block took 4.192719221115112
2024_10_28_T23:44:47 -  clearHouseMarket - second block took 0.11625099182128906
2024_10_28_T23:44:47 -  clearHouseMarket - third block took 0.010648965835571289
2024_10_28_T23:44:47 -  clearRentalMarket started
2024_10_28_T23:44:47 -  clearRentalMarket - first block took 0.05534982681274414
2024_10_28_T23:44:47 -  clearRentalMarket - second block took 1.0013580322265625e-5
2024_10_28_T23:44:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_28_T23:44:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan125)
2024_10_28_T23:44:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan75)
2024_10_28_T23:44:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_28_T23:44:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_28_T23:44:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, LessThan50)
2024_10_28_T23:44:47 -  Pushed house into housesBuiltPerRegion (location,size) = (Lisboa, More)
