2024_12_05_T03:13:13 -  finished initateHouses in 0.23167181015014648 seconds
2024_12_05_T03:13:14 -  finished initiateHouseholds in 0.47670698165893555 seconds
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
2024_12_05_T03:13:14 -  All houses for rental were assigned in Amadora
